0.000000	0.000000	0.000000
0.000000	0.000000	1.570796
0.000000	0.000000	1.570796
0.000000	0.000000	1.570796
0.001000	0.000112	1.570614
0.001000	0.000112	1.570614
0.001000	0.000112	1.570614
0.001000	0.000112	1.570614
0.002000	0.000402	1.570098
0.002000	0.000402	1.570098
0.002000	0.000402	1.570098
0.002000	0.000402	1.570098
0.003000	0.000797	1.569305
0.003000	0.000797	1.569305
0.003000	0.000797	1.569305
0.003000	0.000797	1.569305
0.004000	0.001257	1.568277
0.004000	0.001257	1.568277
0.004000	0.001257	1.568277
0.004000	0.001257	1.568277
0.005000	0.001759	1.567049
0.005000	0.001759	1.567049
0.005000	0.001759	1.567049
0.005000	0.001759	1.567049
0.006000	0.002290	1.565647
0.006000	0.002290	1.565647
0.006000	0.002290	1.565647
0.006000	0.002290	1.565647
0.007000	0.002840	1.564094
0.007000	0.002840	1.564094
0.007000	0.002840	1.564094
0.007000	0.002840	1.564094
0.008000	0.003403	1.562411
0.008000	0.003403	1.562411
0.008000	0.003403	1.562411
0.008000	0.003403	1.562411
0.009000	0.003974	1.560614
0.009000	0.003974	1.560614
0.009000	0.003974	1.560614
0.009000	0.003974	1.560614
0.010000	0.004550	1.558717
0.010000	0.004550	1.558717
0.010000	0.004550	1.558717
0.010000	0.004550	1.558717
0.011000	0.005128	1.556734
0.011000	0.005128	1.556734
0.011000	0.005128	1.556734
0.011000	0.005128	1.556734
0.012000	0.005706	1.554675
0.012000	0.005706	1.554675
0.012000	0.005706	1.554675
0.012000	0.005706	1.554675
0.013000	0.006282	1.552549
0.013000	0.006282	1.552549
0.013000	0.006282	1.552549
0.013000	0.006282	1.552549
0.014000	0.006856	1.550365
0.014000	0.006856	1.550365
0.014000	0.006856	1.550365
0.014000	0.006856	1.550365
0.015000	0.007426	1.548130
0.015000	0.007426	1.548130
0.015000	0.007426	1.548130
0.015000	0.007426	1.548130
0.016000	0.007991	1.545851
0.016000	0.007991	1.545851
0.016000	0.007991	1.545851
0.016000	0.007991	1.545851
0.017000	0.008550	1.543533
0.017000	0.008550	1.543533
0.017000	0.008550	1.543533
0.017000	0.008550	1.543533
0.018000	0.009104	1.541181
